"","X","Unnamed..0","BrefID","Year","BibLvlCode","StandardTitle","RefStrFull","AbstractEnglish","Refstringauthors","WoScode","FullAut","Affiliation","DOI","ownDOI","spcolNames","GeoTerms","TaxTerms","ThesTerms","OtherTerms","AuthorKeywords","DocType","LitStyles","ThesisDegree","wos_affil","wos_country","wos_keywords","wos_plus_keywords","wos_categories","wos_researcharea","stand_affil","similarity_method","stand_country","stand_flemish","stand_GROUP","stand_QH","result_status","result"
"11",46,46,222933,2013,"AMS","World Register of Marine Species","<b>Vandepitte, L.; Vanhoorne, B.; Decock, W.; Trias Verbeeck, A.; Dekeyzer, S.; Colpaert, S.; Hernandez, F.</b> (2013). World Register of Marine Species, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>Book of abstracts â€“ VLIZ Young Marine Scientists' Day. Brugge, Belgium, 15 February 2013. VLIZ Special Publication,</i> 63: pp. 98","","Vandepitte, L.; Vanhoorne, B.; Decock, W.; Trias Verbeeck, A.; Dekeyzer, S.; Colpaert, S.; Hernandez, F.","","Colpaert, Sam, S.","Flanders Marine Institute (VLIZ)","","","Lifewatch acknowledged, ""LifeWatch Species Information Backbone"", ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""","","","","","","Book chapters","Summary","","","","","","","","VLIZ Flanders Marine Institute","","Belgium","x","Research institute","Science","OK","{}"
"12",47,47,222959,2013,"AMS","LifeWatch data services: online data processing tools for biodiversity science","<b>Waumans, F.; Vanhoorne, B.; De Hauwere, N.; Hernandez, F.</b> (2013). LifeWatch data services: online data processing tools for biodiversity science, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>Book of abstracts â€“ VLIZ Young Marine Scientists' Day. Brugge, Belgium, 15 February 2013. VLIZ Special Publication,</i> 63: pp. 107","","Waumans, F.; Vanhoorne, B.; De Hauwere, N.; Hernandez, F.","","Hernandez, Francisco, F.","Flanders Marine Institute (VLIZ)","","","Lifewatch acknowledged","","","","","","Book chapters","Summary","","","","","","","","VLIZ Flanders Marine Institute","","Belgium","x","Research institute","Science","OK","{'SDG_2': 1.0, 'SDG_3': 1.0, 'SDG_14': 1.0}"
"13",48,48,223191,2012,"AS","Contrasting geographical distributions as a result of thermal tolerance and long-distance dispersal in two allegedly widespread tropical brown algae","<b>Tronholm, A.; Leliaert, F.; SansÃ³n, M.; Afonso-Carrillo, J.; Tyberghein, L.; Verbruggen, H.; De Clerck, O.</b> (2012). Contrasting geographical distributions as a result of thermal tolerance and long-distance dispersal in two allegedly widespread tropical brown algae. <i>PLoS One 7(1)</i>: e30813. <a href=""http://hdl.handle.net/10.1371/journal.pone.0030813"" target=""_blank"">hdl.handle.net/10.1371/journal.pone.0030813</a>","Background    Many tropical marine macroalgae are reported from all three ocean basins, though these very wide distributions may simply be an artifact resulting from inadequate taxonomy that fails to take into account cryptic diversity. Alternatively, pantropical distributions challenge the belief of limited intrinsic dispersal capacity of marine seaweeds and the effectiveness of the north-south oriented continents as dispersal barriers. We aimed to re-assess the distribution of two allegedly circumtropical brown algae, Dictyota ciliolata and D. crenulata, and interpret the realized geographical range of the respective species in relation to their thermal tolerance and major tectonic and climatic events during the Cenozoic.    Methodology/Principal Findings    Species delimitation was based on 184 chloroplast encoded psbA sequences, using a Generalized Mixed Yule Coalescent method. Phylogenetic relationships were inferred by analyzing a six-gene dataset. Divergence times were estimated using relaxed molecular clock methods and published calibration data. Distribution ranges of the species were inferred from DNA-confirmed records, complemented with credible literature data and herbarium vouchers. Temperature tolerances of the species were determined by correlating distribution records with local SST values. We found considerable conflict between traditional and DNA-based species definitions. Dictyota crenulata consists of several pseudocryptic species, which have restricted distributions in the Atlantic Ocean and Pacific Central America. In contrast, the pantropical distribution of D. ciliolata is confirmed and linked to its significantly wider temperature tolerance.    Conclusions/Significance    Tectonically driven rearrangements of physical barriers left an unequivocal imprint on the current diversity patterns of marine macroalgae, as witnessed by the D. crenulataâ€“complex. The nearly circumglobal tropical distribution of D. ciliolata, however, demonstrates that the north-south oriented continents do not present absolute dispersal barriers for species characterized by wide temperature tolerances.","Tronholm, A.; Leliaert, F.; SansÃ³n, M.; Afonso-Carrillo, J.; Tyberghein, L.; Verbruggen, H.; De Clerck, O.","WOS:000301703800032","Verbruggen, Heroen, H.","Phycology Research Group and Centre for Molecular Phylogenetics and Evolution, Ghent University","http://hdl.handle.net/10.1371/journal.pone.0030813","","Bio-ORACLE, ""Lifewatch acknowledged""","","","","","","Journal article","","","","","","","","","Ghent University - Faculty of Sciences - Biology Department - Research Group Phycology","","Belgium","x","Research institute","Science","OK","{'SDG_15': 1.0}"
"14",51,51,224307,2013,"M","Acoustic tagging of Atlantic cod - the silver bullet to investigate behaviour?","<b>Reubens, J.; De Rijcke, M.; Degraer, S.; Vincx, M.</b> (2013). Acoustic tagging of Atlantic cod - the silver bullet to investigate behaviour? Poster at the VLIZ Young Scientist's Day 15 February 2013. Ghent University: Ghent.  1 poster pp.","","Reubens, J.; De Rijcke, M.; Degraer, S.; Vincx, M.","","Degraer, Steven, S.","Ghent University, Biology Department, Marine Biology Section","","","Lifewatch acknowledged, ""LifeWatch Observatory""","","","","","","Ephemera","Poster","","","","","","","","Ghent University - Faculty of Sciences - Biology Department - Research Group Marine Biology (MARBIOL)","","Belgium","x","Research institute","Science","OK","{}"
"15",52,52,224490,2013,"AS","Climate change impact on seaweed meadow distribution in the North Atlantic rocky intertidal","<b>Jueterbock, A.; Tyberghein, L.; Verbruggen, H.; Coyer, J.A.; Olsen, J.L.; Hoarau, G.</b> (2013). Climate change impact on seaweed meadow distribution in the North Atlantic rocky intertidal. <i>Ecol. Evol. 3(5)</i>: 1356-1373. <a href=""http://hdl.handle.net/10.1002/ece3.541"" target=""_blank"">hdl.handle.net/10.1002/ece3.541</a>","The North-Atlantic has warmed faster than all other ocean basins and climate change scenarios predict sea surface temperature isotherms to shift up to 600&nbsp;km northwards by the end of the 21st century. The pole-ward shift has already begun for many temperate seaweed species that are important intertidal foundation species. We asked the question: Where will climate change have the greatest impact on three foundational, macroalgal species that occur along North-Atlantic shores: <i>Fucus serratus</i>,<i> Fucus vesiculosus,</i> and <i>Ascophyllum nodosum</i>? To predict distributional changes of these key species under three IPCC (Intergovernmental Panel on Climate Change) climate change scenarios (A2, A1B, and B1) over the coming two centuries, we generated Ecological Niche Models with the program MAXENT. Model predictions suggest that these three species will shift northwards as an assemblage or â€œunitâ€ and that phytogeographic changes will be most pronounced in the southern Arctic and the southern temperate provinces. Our models predict that Arctic shores in Canada, Greenland, and Spitsbergen will become suitable for all three species by 2100. Shores south of 45Â° North will become unsuitable for at least two of the three focal species on both the Northwest- and Northeast-Atlantic coasts by 2200. If these foundational species are unable to adapt to the rising temperatures, they will lose their centers of genetic diversity and their loss will trigger an unpredictable shift in the North-Atlantic intertidal ecosystem.","Jueterbock, A.; Tyberghein, L.; Verbruggen, H.; Coyer, J.A.; Olsen, J.L.; Hoarau, G.","WOS:000318802500020","Tyberghein, Lennert, L.","Flanders Marine Institute (VLIZ)","http://hdl.handle.net/10.1002/ece3.541","","Bio-ORACLE, ""Lifewatch acknowledged""","","Ascophyllum, ""Fucus""","","","     Ascophyllum ;     ecological niche models;     Fucus ;     geographic distribution;     global warming;     intertidal;     macroalgae;     species distribution models","Journal article","","","","","","","","","VLIZ Flanders Marine Institute","","Belgium","x","Research institute","Science","OK","{'SDG_13': 3.0, 'SDG_14': 3.0, 'SDG_3': 1.0}"
"16",72,72,227275,2013,"AS","Improving transferability of introduced species' distribution models: New tools to forecast the spread of a highly invasive seaweed","<b>Verbruggen, H.; Tyberghein, L.; Belton, G.S.; Mineur, F.; Jueterbock, A.; Hoarau, G.; Gurgel, C. F.D.; De Clerck, O.</b> (2013). Improving transferability of introduced species' distribution models: New tools to forecast the spread of a highly invasive seaweed. <i>PLoS One 8(6)</i>: e68337. <a href=""https://hdl.handle.net/10.1371/journal.pone.0068337"" target=""_blank"">https://hdl.handle.net/10.1371/journal.pone.0068337</a>","The utility of species distribution models for applications in invasion and global change biology is critically dependent on their transferability between regions or points in time, respectively. We introduce two methods that aim to improve the transferability of presence-only models: density-based occurrence thinning and performance-based predictor selection. We evaluate the effect of these methods along with the impact of the choice of model complexity and geographic background on the transferability of a species distribution model between geographic regions. Our multifactorial experiment focuses on the notorious invasive seaweed Caulerpa cylindracea (previously Caulerpa racemosa var. cylindracea) and uses Maxent, a commonly used presence-only modeling technique. We show that model transferability is markedly improved by appropriate predictor selection, with occurrence thinning, model complexity and background choice having relatively minor effects. The data shows that, if available, occurrence records from the native and invaded regions should be combined as this leads to models with high predictive power while reducing the sensitivity to choices made in the modeling process. The inferred distribution model of Caulerpa cylindracea shows the potential for this species to further spread along the coasts of Western Europe, western Africa and the south coast of Australia.","Verbruggen, H.; Tyberghein, L.; Belton, G.S.; Mineur, F.; Jueterbock, A.; Hoarau, G.; Gurgel, C. F.D.; De Clerck, O.","WOS:000321148400190","Jueterbock, Alexander, A.","","https://hdl.handle.net/10.1371/journal.pone.0068337","","Bio-ORACLE, ""Lifewatch acknowledged""","","","Distribution, ""Forecasting"", ""Introduced species"", ""Seaweeds""","Distribution modelling","","Journal article","","","","","","","","","","","","","","","OK","{'SDG_15': 5.0, 'SDG_2': 2.0, 'SDG_13': 1.0}"
"17",74,74,227982,2013,"M","Marine art: Marine science sets sail to the art world","<b>Goffin, A.; Fockedey, N.; Seys, J.; Tavernier, I. (Ed.)</b> (2013). Marine art: Marine science sets sail to the art world. Flanders Marine Institute/Ghent University: Oostende & Gent.  143 pp.","","Goffin, A.; Fockedey, N.; Seys, J.; Tavernier, I. (Ed.)","","Tavernier, Ines, I.","Interfaculty Research Consortium Marine@UGent. Secretariat: Laboratory of Environmental Toxicology and Aquatic Ecology","","","LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""","","","Art, ""Marine sciences""","","Art projects","Book/Monograph","","","","","","","","","Ghent University - Faculty of Bioscience Engineering - Department of Animal sciences and aquatic ecology - Environmental Toxicology Unit (GhEnToxLab)","","","","","","OK","{}"
"18",90,90,229319,2013,"AMS","Marine biogeographic data in EurOBIS: assessing their quality, completeness and fitness for use","<b>Vandepitte, L.; Waumans, F.; Tyberghein, L.; Vanhoorne, B.; Hernandez, F.</b> (2013). Marine biogeographic data in EurOBIS: assessing their quality, completeness and fitness for use, <b><i>in</i></b>: <i>IMDIS 2013 International Conference on Marine Data and Information Systems 23-25 September, 2013 - Lucca (Italy). Bollettino di Geofisica Teorica ed Applicata: an International Journal of Earth Sciences,</i> 54(Supplement): pp. 26-28","","Vandepitte, L.; Waumans, F.; Tyberghein, L.; Vanhoorne, B.; Hernandez, F.","","Tyberghein, Lennert, L.","Flanders Marine Institute (VLIZ)","","","EUROBIS ackn - indirect use, ""European Oceanographic Biogeographic Information System (EurOBIS) acknowledged"", ""Lifewatch acknowledged"", ""LifeWatch Species Information Backbone"", ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""","","","Biogeography, ""Data management"", ""Data quality""","","EurOBIS","Book chapters","Summary","","","","","","","","VLIZ Flanders Marine Institute","","Belgium","x","Research institute","Science","OK","{}"
"19",91,91,229321,2013,"AMS","Marine Regions: towards a standard for georeferenced marine names","<b>Claus, S.; Souza Dias, F.; Vanhoorne, B.; De Hauwere, N.; Hernandez, F.</b> (2013). Marine Regions: towards a standard for georeferenced marine names, <b><i>in</i></b>: <i>IMDIS 2013 International Conference on Marine Data and Information Systems 23-25 September, 2013 - Lucca (Italy). Bollettino di Geofisica Teorica ed Applicata: an International Journal of Earth Sciences,</i> 54(Supplement): pp. 200-202","","Claus, S.; Souza Dias, F.; Vanhoorne, B.; De Hauwere, N.; Hernandez, F.","","Vanhoorne, Bart, B.","Flanders Marine Institute","","","LifeWatch Species Information Backbone, ""Marine Regions acknowledged""","","","Geographical information systems, ""Standardization""","","Marine Regions","Book chapters","Summary","","","","","","","","VLIZ Flanders Marine Institute","","Belgium","x","Research institute","Science","OK","{}"
"20",99,99,230569,2014,"AS","Diel variation in feeding and movement patterns of juvenile Atlantic cod at offshore wind farms","<b>Reubens, J.; De Rijcke, M.; Degraer, S.; Vincx, M.</b> (2014). Diel variation in feeding and movement patterns of juvenile Atlantic cod at offshore wind farms. <i>J. Sea Res. 85</i>: 214-221. <a href=""http://hdl.handle.net/10.1016/j.seares.2013.05.005"" target=""_blank"">hdl.handle.net/10.1016/j.seares.2013.05.005</a>","Atlantic cod (Gadus morhua) is a commercially important fish species suffering from overexploitation in the North-East Atlantic. In recent years, their natural environment is being intensively altered by the construction of offshore wind farms in many coastal areas. These constructions form artificial reefs influencing local biodiversity and ecosystem functioning. It has been demonstrated that Atlantic cod is present in the vicinity of these constructions. However, empirical data concerning the diel activity and feeding behaviour of Atlantic cod in the vicinity of these artificial reefs is lacking. Atlantic cod has a flexible diel activity cycle linked to spatio-temporal variations in food availability and predation risk. In this study we integrated acoustic telemetry with stomach content analysis to quantify diel activity and evaluate diel feeding patterns at a windmill artificial reef (WAR) in the Belgian part of the North Sea. Atlantic cod exhibited crepuscular movements related to feeding activity; a 12 h cycle was found and the highest catch rates and stomach fullness were recorded close to sunset and sunrise. It is suggested that the observed diel movement pattern is related to the prey species community and to predation pressure. Foraging at low ambient light levels (i.e. at dusk and dawn) probably causes a trade-off between foraging success and reducing predation pressure. Fish did not leave the area in-between feeding periods. Hence other benefits (i.e. shelter against currents and predators) besides food availability stimulate the aggregation behaviour at the WARs.","Reubens, J.; De Rijcke, M.; Degraer, S.; Vincx, M.","WOS:000329884700021","De Rijcke, Maarten, M.","Ghent University, Biology Department, Marine Biology Section","https://hdl.handle.net/10.1016/j.seares.2013.05.005","","Lifewatch acknowledged, ""LifeWatch Observatory""","","Gadus morhua","","","    Diel Activity;     Gadus morhua;     Feeding;     Artificial Hard Substrates;     Offshore Wind Farms","Journal article","","","Univ Ghent, Dept Biol, Marine Biol Res Grp, Krijgslaan 281-S8, B-9000 Ghent, Belgium.","Belgium","Diel Activity; Gadus morhua; Feeding; Artificial Hard Substrates; Offshore Wind Farms","GADUS-MORHUA; ARTIFICIAL REEFS; STOMACH CONTENTS; NORTH-SEA; TRISOPTERUS-LUSCUS; PHOCOENA-PHOCOENA; SITE FIDELITY; BEHAVIOR; FISH; FISHERIES","Marine & Freshwater Biology; Oceanography","Marine & Freshwater Biology; Oceanography","Ghent University - Faculty of Sciences - Biology Department - Research Group Marine Biology (MARBIOL)","","Belgium","x","Research institute","Science","OK","{'SDG_2': 8.0, 'SDG_14': 8.0, 'SDG_3': 2.0}"
"21",117,117,233558,2014,"M","African Register of Marine Species (AfReMaS)","<b>Wambiji, N.; Odido, M.; Appeltans, W.; Bel Hassen, M.; Mussai, P.; Nsiangango, S.E.; Vandepitte, L.; Zamouri, N.; Jiddou, A.M.</b> (2014). African Register of Marine Species (AfReMaS). Kenya Marine and Fisheries Research Institute: Mombasa.  1 poster pp.","The African Register of Marine Species is a taxonomic database of marine species found along the African coasts. The database was originally developed as the Marine Species Database for Eastern Africa (MASDEA). It was extended thereafter to include species from the entire African coast.Currently it has 24,016 accepted species. The African Register of Marine Species aims to compile and manage an authoritative list of species occurring along the African marine coasts. It is intended to be used as support for biodiversity research for conservation and sustainable management of marine environment. A data mining process was conducted under The Ocean Data and Information Network for Africa (ODINAFRICA) project on three identified taxonomic groups (Molluscs, Porifera and Decapods) with information from books, publications, grey literature and other databases. ","Wambiji, N.; Odido, M.; Appeltans, W.; Bel Hassen, M.; Mussai, P.; Nsiangango, S.E.; Vandepitte, L.; Zamouri, N.; Jiddou, A.M.","","Wambiji, Nina, N.","","","","LifeWatch Species Information Backbone, ""Marine Regions acknowledged"", ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""","Africa Coasts","","Databases, ""Marine environment"", ""Species""","","","Ephemera","Poster","","","","","","","","","","","","","","OK","{'SDG_2': 1.0, 'SDG_3': 1.0, 'SDG_12': 1.0}"
"22",120,120,233773,2014,"AS","The ecology of benthopelagic fishes at offshore wind farms: a synthesis of 4 years of research","<b>Reubens, J.T.; Degraer, S.; Vincx, M.</b> (2014). The ecology of benthopelagic fishes at offshore wind farms: a synthesis of 4 years of research. <i>Hydrobiologia 727(1)</i>: 121-136. <a href=""http://hdl.handle.net/10.1007/s10750-013-1793-1"" target=""_blank"">hdl.handle.net/10.1007/s10750-013-1793-1</a>","In the next 10â€“20 years, thousands of wind turbines will be present in the North Sea. In this paper, we investigate the impact of these windmill artificial reefs (WARs) on the ecology of benthopelagic fish. More specifically we will try to resolve the attraction-ecological trap-production issue for Atlantic cod and pouting at WARs and link the information to opportunities for fisheries activities. From 2009 until 2012 the behavioural ecology of Atlantic cod and pouting was investigated at WARs in the Belgian part of the North Sea (BPNS). Information on length-frequency distribution, diet, community structure and movements were combined to gain insights on the behavioural ecology and to unravel whether production occurs. We demonstrated that specific age groups of Atlantic cod and pouting are seasonally attracted towards the WARs, that they show high site fidelity and feed upon the dominant epifaunal prey species present. Growth was observed throughout the period the fishes were present. Production on a local scale can be assumed. On a regional scale however, no changes were observed yet. Based on the acquired knowledge we judged that no fisheries activities should be allowed inside the offshore wind farms in the BPNS.","Reubens, J.T.; Degraer, S.; Vincx, M.","WOS:000330967900009","Vincx, Magda, M.","Marine Biology Research Group, Department of Biology, Ghent University","https://hdl.handle.net/10.1007/s10750-013-1793-1","","Lifewatch acknowledged, ""LifeWatch Observatory""","","Gadus morhua, ""Gadus morhua Linnaeus, 1758"", ""Trisopterus luscus""","","","Atlantic cod; Benthopelagic fish; Offshore wind farm; Pouting; Reef effects; Windmill artificial reef  ","Journal article","","","Univ Ghent, Dept Biol, Marine Biol Res Grp, Krijgslaan 281 S8, B-9000 Ghent, Belgium.","Belgium","Atlantic cod; Benthopelagic fish; Offshore wind farm; Pouting; Reef effects; Windmill artificial reef","COD GADUS-MORHUA; ARTIFICIAL REEFS; ATLANTIC COD; TRISOPTERUS-LUSCUS; MARINE RESERVES; HABITAT USE; BALTIC COD; GROWTH; ATTRACTION; COLONIZATION","Marine & Freshwater Biology","Marine & Freshwater Biology","Ghent University - Faculty of Sciences - Biology Department - Research Group Marine Biology (MARBIOL)","","Belgium","x","Research institute","Science","OK","{'SDG_14': 3.0, 'SDG_2': 1.0, 'SDG_9': 1.0}"
"23",122,122,234014,2014,"AMS","The Flemish contributions to LifeWatch â€“ A general overview","<b>Dekeyzer, S.; Deneudt, K.; Vandepitte, L.; Goffin, A.; Claus, S.; Hernandez, F.</b> (2014). The Flemish contributions to LifeWatch â€“ A general overview, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>Book of abstracts â€“ VLIZ Young Scientistsâ€™ Day. Brugge, Belgium, 7 March 2014. VLIZ Special Publication,</i> 67: pp. 43","","Dekeyzer, S.; Deneudt, K.; Vandepitte, L.; Goffin, A.; Claus, S.; Hernandez, F.","","Goffin, Annelies, A.","Flanders Marine Institute (VLIZ)","","","Lifewatch acknowledged, ""LifeWatch Marine Data Archeology"", ""LifeWatch Observatory""","","","","","","Book chapters","Summary","","","","","","","","VLIZ Flanders Marine Institute","","Belgium","x","Research institute","Science","OK","{}"
"24",124,124,234068,2014,"AMS","Building a digital zooplankton sample library as part of the LifeWatch marine observatory","<b>Mortelmans, J.; Tyberghein, L.; Deneudt, K.; Hernandez, F.</b> (2014). Building a digital zooplankton sample library as part of the LifeWatch marine observatory, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>Book of abstracts â€“ VLIZ Young Scientistsâ€™ Day. Brugge, Belgium, 7 March 2014. VLIZ Special Publication,</i> 67: pp. 82","","Mortelmans, J.; Tyberghein, L.; Deneudt, K.; Hernandez, F.","","Mortelmans, Jonas, J.","Flanders Marine Institute (VLIZ)","","","Lifewatch acknowledged, ""LifeWatch Observatory""","","","","","","Book chapters","Summary","","","","","","","","VLIZ Flanders Marine Institute","","Belgium","x","Research institute","Science","OK","{'SDG_11': 1.0, 'SDG_14': 1.0}"
"25",125,125,234079,2014,"AMS","Big brother is watching you! An acoustic receiver network to track the whereabouts of fishes","<b>Reubens, J.; Mouton, A.M.; Deneudt, K.; Hernandez, F.; Cattrijsse, A.</b> (2014). Big brother is watching you! An acoustic receiver network to track the whereabouts of fishes, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>Book of abstracts â€“ VLIZ Young Scientistsâ€™ Day. Brugge, Belgium, 7 March 2014. VLIZ Special Publication,</i> 67: pp. 90","","Reubens, J.; Mouton, A.M.; Deneudt, K.; Hernandez, F.; Cattrijsse, A.","","Mouton, Ans, A.M.","Research Institute for Nature and Forest","","","Lifewatch acknowledged, ""LifeWatch Observatory""","","","","","","Book chapters","Summary","","","","","","","","Research Institute for Nature and Forest (INBO)","","","","","","OK","{}"
"26",127,127,234092,2014,"AMS","GPS tags reveal movements of herring and lesser black-backed gulls along the Belgian coast","<b>Stienen, E.W.; Desmet, P.; Lens, L.; Matheve, H.; Hernandez, F.; Bouten, W.</b> (2014). GPS tags reveal movements of herring and lesser black-backed gulls along the Belgian coast, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>Book of abstracts â€“ VLIZ Young Scientistsâ€™ Day. Brugge, Belgium, 7 March 2014. VLIZ Special Publication,</i> 67: pp. 100","","Stienen, E.W.; Desmet, P.; Lens, L.; Matheve, H.; Hernandez, F.; Bouten, W.","","Hernandez, Francisco, F.","Flanders Marine Institute (VLIZ)","","","Lifewatch acknowledged, ""LifeWatch Observatory""","","","","","","Book chapters","Summary","","","","","","","","VLIZ Flanders Marine Institute","","Belgium","x","Research institute","Science","OK","{'SDG_2': 1.0, 'SDG_14': 1.0}"
